"","steps","date","interval"
"178",26.0754716981132,"2012-10-01","14:45"
"179",43.622641509434,"2012-10-01","14:50"
"180",43.7735849056604,"2012-10-01","14:55"
"181",30.0188679245283,"2012-10-01","15:00"
"182",36.0754716981132,"2012-10-01","15:05"
"183",35.4905660377358,"2012-10-01","15:10"
"184",38.8490566037736,"2012-10-01","15:15"
"185",45.9622641509434,"2012-10-01","15:20"
"186",47.7547169811321,"2012-10-01","15:25"
"187",48.1320754716981,"2012-10-01","15:30"
"188",65.3207547169811,"2012-10-01","15:35"
"189",82.9056603773585,"2012-10-01","15:40"
"190",98.6603773584906,"2012-10-01","15:45"
"191",102.11320754717,"2012-10-01","15:50"
"192",83.9622641509434,"2012-10-01","15:55"
"193",62.1320754716981,"2012-10-01","16:00"
"194",64.1320754716981,"2012-10-01","16:05"
"195",74.5471698113208,"2012-10-01","16:10"
"196",63.1698113207547,"2012-10-01","16:15"
"197",56.9056603773585,"2012-10-01","16:20"
"198",59.7735849056604,"2012-10-01","16:25"
"199",43.8679245283019,"2012-10-01","16:30"
"200",38.5660377358491,"2012-10-01","16:35"
"201",44.6603773584906,"2012-10-01","16:40"
"202",45.4528301886792,"2012-10-01","16:45"
"203",46.2075471698113,"2012-10-01","16:50"
"204",43.6792452830189,"2012-10-01","16:55"
"205",46.622641509434,"2012-10-01","17:00"
"206",56.3018867924528,"2012-10-01","17:05"
"207",50.7169811320755,"2012-10-01","17:10"
"208",61.2264150943396,"2012-10-01","17:15"
"209",72.7169811320755,"2012-10-01","17:20"
"210",78.9433962264151,"2012-10-01","17:25"
"211",68.9433962264151,"2012-10-01","17:30"
"212",59.6603773584906,"2012-10-01","17:35"
"213",75.0943396226415,"2012-10-01","17:40"
"214",56.5094339622642,"2012-10-01","17:45"
"215",34.7735849056604,"2012-10-01","17:50"
"216",37.4528301886792,"2012-10-01","17:55"
"217",40.6792452830189,"2012-10-01","18:00"
"218",58.0188679245283,"2012-10-01","18:05"
"219",74.6981132075472,"2012-10-01","18:10"
"220",85.3207547169811,"2012-10-01","18:15"
"221",59.2641509433962,"2012-10-01","18:20"
"222",67.7735849056604,"2012-10-01","18:25"
"223",77.6981132075472,"2012-10-01","18:30"
"224",74.2452830188679,"2012-10-01","18:35"
"225",85.3396226415094,"2012-10-01","18:40"
"226",99.4528301886792,"2012-10-01","18:45"
"227",86.5849056603774,"2012-10-01","18:50"
"228",85.6037735849057,"2012-10-01","18:55"
"229",84.8679245283019,"2012-10-01","19:00"
"230",77.8301886792453,"2012-10-01","19:05"
"231",58.0377358490566,"2012-10-01","19:10"
"232",53.3584905660377,"2012-10-01","19:15"
"233",36.3207547169811,"2012-10-01","19:20"
"234",20.7169811320755,"2012-10-01","19:25"
"235",27.3962264150943,"2012-10-01","19:30"
"236",40.0188679245283,"2012-10-01","19:35"
"237",30.2075471698113,"2012-10-01","19:40"
"238",25.5471698113208,"2012-10-01","19:45"
"239",45.6603773584906,"2012-10-01","19:50"
"240",33.5283018867925,"2012-10-01","19:55"
"241",19.622641509434,"2012-10-01","20:00"
"242",19.0188679245283,"2012-10-01","20:05"
"243",19.3396226415094,"2012-10-01","20:10"
"244",33.3396226415094,"2012-10-01","20:15"
"245",26.811320754717,"2012-10-01","20:20"
"246",21.1698113207547,"2012-10-01","20:25"
"247",27.3018867924528,"2012-10-01","20:30"
"248",21.3396226415094,"2012-10-01","20:35"
"249",19.5471698113208,"2012-10-01","20:40"
"250",21.3207547169811,"2012-10-01","20:45"
"251",32.3018867924528,"2012-10-01","20:50"
"252",20.1509433962264,"2012-10-01","20:55"
"253",15.9433962264151,"2012-10-01","21:00"
"254",17.2264150943396,"2012-10-01","21:05"
"255",23.4528301886792,"2012-10-01","21:10"
"256",19.2452830188679,"2012-10-01","21:15"
"257",12.4528301886792,"2012-10-01","21:20"
"258",8.0188679245283,"2012-10-01","21:25"
"259",14.6603773584906,"2012-10-01","21:30"
"260",16.3018867924528,"2012-10-01","21:35"
"261",8.67924528301887,"2012-10-01","21:40"
"262",7.79245283018868,"2012-10-01","21:45"
"263",8.13207547169811,"2012-10-01","21:50"
"264",2.62264150943396,"2012-10-01","21:55"
"265",1.45283018867925,"2012-10-01","22:00"
"266",3.67924528301887,"2012-10-01","22:05"
"267",4.81132075471698,"2012-10-01","22:10"
"268",8.50943396226415,"2012-10-01","22:15"
"269",7.07547169811321,"2012-10-01","22:20"
"270",8.69811320754717,"2012-10-01","22:25"
"271",9.75471698113208,"2012-10-01","22:30"
"272",2.20754716981132,"2012-10-01","22:35"
"273",0.320754716981132,"2012-10-01","22:40"
"274",0.113207547169811,"2012-10-01","22:45"
"275",1.60377358490566,"2012-10-01","22:50"
"276",4.60377358490566,"2012-10-01","22:55"
"277",3.30188679245283,"2012-10-01","23:00"
"278",2.84905660377358,"2012-10-01","23:05"
"279",0,"2012-10-01","23:10"
"280",0.830188679245283,"2012-10-01","23:15"
"281",0.962264150943396,"2012-10-01","23:20"
"282",1.58490566037736,"2012-10-01","23:25"
"283",2.60377358490566,"2012-10-01","23:30"
"284",4.69811320754717,"2012-10-01","23:35"
"285",3.30188679245283,"2012-10-01","23:40"
"286",0.641509433962264,"2012-10-01","23:45"
"287",0.226415094339623,"2012-10-01","23:50"
"288",1.07547169811321,"2012-10-01","23:55"
"289",0,"2012-10-02","00:00"
"290",0,"2012-10-02","00:05"
"291",0,"2012-10-02","00:10"
"292",0,"2012-10-02","00:15"
"293",0,"2012-10-02","00:20"
"294",0,"2012-10-02","00:25"
"295",0,"2012-10-02","00:30"
"296",0,"2012-10-02","00:35"
"297",0,"2012-10-02","00:40"
"298",0,"2012-10-02","00:45"
"299",0,"2012-10-02","00:50"
"300",0,"2012-10-02","00:55"
"301",0,"2012-10-02","01:00"
"302",0,"2012-10-02","01:05"
"303",0,"2012-10-02","01:10"
"304",0,"2012-10-02","01:15"
"305",0,"2012-10-02","01:20"
"306",0,"2012-10-02","01:25"
"307",0,"2012-10-02","01:30"
"308",0,"2012-10-02","01:35"
"309",0,"2012-10-02","01:40"
"310",0,"2012-10-02","01:45"
"311",0,"2012-10-02","01:50"
"312",0,"2012-10-02","01:55"
"313",0,"2012-10-02","02:00"
"314",0,"2012-10-02","02:05"
"315",0,"2012-10-02","02:10"
"316",0,"2012-10-02","02:15"
"317",0,"2012-10-02","02:20"
"318",0,"2012-10-02","02:25"
"319",0,"2012-10-02","02:30"
"320",0,"2012-10-02","02:35"
"321",0,"2012-10-02","02:40"
"322",0,"2012-10-02","02:45"
"323",0,"2012-10-02","02:50"
"324",0,"2012-10-02","02:55"
"325",0,"2012-10-02","03:00"
"326",0,"2012-10-02","03:05"
"327",0,"2012-10-02","03:10"
"328",0,"2012-10-02","03:15"
"329",0,"2012-10-02","03:20"
"330",0,"2012-10-02","03:25"
"331",0,"2012-10-02","03:30"
"332",0,"2012-10-02","03:35"
"333",0,"2012-10-02","03:40"
"334",0,"2012-10-02","03:45"
"335",0,"2012-10-02","03:50"
"336",0,"2012-10-02","03:55"
"337",0,"2012-10-02","04:00"
"338",0,"2012-10-02","04:05"
"339",0,"2012-10-02","04:10"
"340",0,"2012-10-02","04:15"
"341",0,"2012-10-02","04:20"
"342",0,"2012-10-02","04:25"
"343",0,"2012-10-02","04:30"
"344",0,"2012-10-02","04:35"
"345",0,"2012-10-02","04:40"
"346",0,"2012-10-02","04:45"
"347",0,"2012-10-02","04:50"
"348",0,"2012-10-02","04:55"
"349",0,"2012-10-02","05:00"
"350",0,"2012-10-02","05:05"
"351",0,"2012-10-02","05:10"
"352",0,"2012-10-02","05:15"
"353",0,"2012-10-02","05:20"
"354",0,"2012-10-02","05:25"
"355",0,"2012-10-02","05:30"
"356",0,"2012-10-02","05:35"
"357",0,"2012-10-02","05:40"
"358",0,"2012-10-02","05:45"
"359",0,"2012-10-02","05:50"
"360",0,"2012-10-02","05:55"
"361",0,"2012-10-02","06:00"
"362",0,"2012-10-02","06:05"
"363",0,"2012-10-02","06:10"
"364",0,"2012-10-02","06:15"
"365",0,"2012-10-02","06:20"
"366",0,"2012-10-02","06:25"
"367",0,"2012-10-02","06:30"
"368",0,"2012-10-02","06:35"
"369",0,"2012-10-02","06:40"
"370",0,"2012-10-02","06:45"
"371",0,"2012-10-02","06:50"
"372",0,"2012-10-02","06:55"
"373",0,"2012-10-02","07:00"
"374",0,"2012-10-02","07:05"
"375",0,"2012-10-02","07:10"
"376",0,"2012-10-02","07:15"
"377",0,"2012-10-02","07:20"
"378",0,"2012-10-02","07:25"
"379",0,"2012-10-02","07:30"
"380",0,"2012-10-02","07:35"
"381",0,"2012-10-02","07:40"
"382",0,"2012-10-02","07:45"
"383",0,"2012-10-02","07:50"
"384",0,"2012-10-02","07:55"
"385",0,"2012-10-02","08:00"
"386",0,"2012-10-02","08:05"
"387",0,"2012-10-02","08:10"
"388",0,"2012-10-02","08:15"
"389",0,"2012-10-02","08:20"
"390",0,"2012-10-02","08:25"
"391",0,"2012-10-02","08:30"
"392",0,"2012-10-02","08:35"
"393",0,"2012-10-02","08:40"
"394",0,"2012-10-02","08:45"
"395",0,"2012-10-02","08:50"
"396",0,"2012-10-02","08:55"
"397",0,"2012-10-02","09:00"
"398",0,"2012-10-02","09:05"
"399",0,"2012-10-02","09:10"
"400",0,"2012-10-02","09:15"
"401",0,"2012-10-02","09:20"
"402",0,"2012-10-02","09:25"
"403",0,"2012-10-02","09:30"
"404",0,"2012-10-02","09:35"
"405",0,"2012-10-02","09:40"
"406",0,"2012-10-02","09:45"
"407",0,"2012-10-02","09:50"
"408",0,"2012-10-02","09:55"
"409",0,"2012-10-02","10:00"
"410",0,"2012-10-02","10:05"
"411",0,"2012-10-02","10:10"
"412",0,"2012-10-02","10:15"
"413",0,"2012-10-02","10:20"
"414",0,"2012-10-02","10:25"
"415",0,"2012-10-02","10:30"
"416",0,"2012-10-02","10:35"
"417",0,"2012-10-02","10:40"
"418",0,"2012-10-02","10:45"
"419",0,"2012-10-02","10:50"
"420",0,"2012-10-02","10:55"
"421",0,"2012-10-02","11:00"
"422",0,"2012-10-02","11:05"
"423",0,"2012-10-02","11:10"
"424",0,"2012-10-02","11:15"
"425",0,"2012-10-02","11:20"
"426",0,"2012-10-02","11:25"
"427",0,"2012-10-02","11:30"
"428",0,"2012-10-02","11:35"
"429",0,"2012-10-02","11:40"
"430",0,"2012-10-02","11:45"
"431",0,"2012-10-02","11:50"
"432",0,"2012-10-02","11:55"
"433",0,"2012-10-02","12:00"
"434",0,"2012-10-02","12:05"
"435",0,"2012-10-02","12:10"
"436",0,"2012-10-02","12:15"
"437",0,"2012-10-02","12:20"
"438",0,"2012-10-02","12:25"
"439",0,"2012-10-02","12:30"
"440",0,"2012-10-02","12:35"
"441",0,"2012-10-02","12:40"
"442",0,"2012-10-02","12:45"
"443",0,"2012-10-02","12:50"
"444",0,"2012-10-02","12:55"
"445",0,"2012-10-02","13:00"
"446",0,"2012-10-02","13:05"
"447",0,"2012-10-02","13:10"
"448",0,"2012-10-02","13:15"
"449",0,"2012-10-02","13:20"
"450",0,"2012-10-02","13:25"
"451",0,"2012-10-02","13:30"
"452",0,"2012-10-02","13:35"
"453",0,"2012-10-02","13:40"
"454",0,"2012-10-02","13:45"
"455",0,"2012-10-02","13:50"
"456",0,"2012-10-02","13:55"
"457",0,"2012-10-02","14:00"
"458",0,"2012-10-02","14:05"
"459",0,"2012-10-02","14:10"
"460",0,"2012-10-02","14:15"
"461",0,"2012-10-02","14:20"
"462",0,"2012-10-02","14:25"
"463",0,"2012-10-02","14:30"
"464",0,"2012-10-02","14:35"
"465",0,"2012-10-02","14:40"
"466",0,"2012-10-02","14:45"
"467",0,"2012-10-02","14:50"
"468",0,"2012-10-02","14:55"
"469",0,"2012-10-02","15:00"
"470",0,"2012-10-02","15:05"
"471",0,"2012-10-02","15:10"
"472",0,"2012-10-02","15:15"
"473",0,"2012-10-02","15:20"
"474",0,"2012-10-02","15:25"
"475",0,"2012-10-02","15:30"
"476",0,"2012-10-02","15:35"
"477",0,"2012-10-02","15:40"
"478",0,"2012-10-02","15:45"
"479",0,"2012-10-02","15:50"
"480",0,"2012-10-02","15:55"
"481",0,"2012-10-02","16:00"
"482",0,"2012-10-02","16:05"
"483",0,"2012-10-02","16:10"
"484",0,"2012-10-02","16:15"
"485",0,"2012-10-02","16:20"
"486",0,"2012-10-02","16:25"
"487",0,"2012-10-02","16:30"
"488",0,"2012-10-02","16:35"
"489",0,"2012-10-02","16:40"
"490",0,"2012-10-02","16:45"
"491",0,"2012-10-02","16:50"
"492",0,"2012-10-02","16:55"
"493",0,"2012-10-02","17:00"
"494",0,"2012-10-02","17:05"
"495",0,"2012-10-02","17:10"
"496",0,"2012-10-02","17:15"
"497",0,"2012-10-02","17:20"
"498",0,"2012-10-02","17:25"
"499",0,"2012-10-02","17:30"
"500",0,"2012-10-02","17:35"
"501",0,"2012-10-02","17:40"
"502",0,"2012-10-02","17:45"
"503",0,"2012-10-02","17:50"
"504",0,"2012-10-02","17:55"
"505",0,"2012-10-02","18:00"
"506",0,"2012-10-02","18:05"
"507",0,"2012-10-02","18:10"
"508",0,"2012-10-02","18:15"
"509",0,"2012-10-02","18:20"
"510",0,"2012-10-02","18:25"
"511",0,"2012-10-02","18:30"
"512",0,"2012-10-02","18:35"
"513",0,"2012-10-02","18:40"
"514",0,"2012-10-02","18:45"
"515",0,"2012-10-02","18:50"
"516",0,"2012-10-02","18:55"
"517",0,"2012-10-02","19:00"
"518",0,"2012-10-02","19:05"
"519",0,"2012-10-02","19:10"
"520",0,"2012-10-02","19:15"
"521",0,"2012-10-02","19:20"
"522",0,"2012-10-02","19:25"
"523",0,"2012-10-02","19:30"
"524",0,"2012-10-02","19:35"
"525",0,"2012-10-02","19:40"
"526",0,"2012-10-02","19:45"
"527",0,"2012-10-02","19:50"
"528",0,"2012-10-02","19:55"
"529",0,"2012-10-02","20:00"
"530",0,"2012-10-02","20:05"
"531",0,"2012-10-02","20:10"
"532",0,"2012-10-02","20:15"
"533",0,"2012-10-02","20:20"
"534",0,"2012-10-02","20:25"
"535",0,"2012-10-02","20:30"
"536",0,"2012-10-02","20:35"
"537",0,"2012-10-02","20:40"
"538",0,"2012-10-02","20:45"
"539",0,"2012-10-02","20:50"
"540",0,"2012-10-02","20:55"
"541",0,"2012-10-02","21:00"
"542",0,"2012-10-02","21:05"
"543",0,"2012-10-02","21:10"
"544",0,"2012-10-02","21:15"
"545",0,"2012-10-02","21:20"
"546",0,"2012-10-02","21:25"
"547",0,"2012-10-02","21:30"
"548",0,"2012-10-02","21:35"
"549",0,"2012-10-02","21:40"
"550",0,"2012-10-02","21:45"
"551",0,"2012-10-02","21:50"
"552",0,"2012-10-02","21:55"
"553",0,"2012-10-02","22:00"
"554",0,"2012-10-02","22:05"
"555",117,"2012-10-02","22:10"
"556",9,"2012-10-02","22:15"
"557",0,"2012-10-02","22:20"
"558",0,"2012-10-02","22:25"
"559",0,"2012-10-02","22:30"
"560",0,"2012-10-02","22:35"
"561",0,"2012-10-02","22:40"
"562",0,"2012-10-02","22:45"
"563",0,"2012-10-02","22:50"
"564",0,"2012-10-02","22:55"
"565",0,"2012-10-02","23:00"
"566",0,"2012-10-02","23:05"
"567",0,"2012-10-02","23:10"
"568",0,"2012-10-02","23:15"
"569",0,"2012-10-02","23:20"
"570",0,"2012-10-02","23:25"
"571",0,"2012-10-02","23:30"
"572",0,"2012-10-02","23:35"
"573",0,"2012-10-02","23:40"
"574",0,"2012-10-02","23:45"
"575",0,"2012-10-02","23:50"
"576",0,"2012-10-02","23:55"
"577",0,"2012-10-03","00:00"
"578",0,"2012-10-03","00:05"
"579",0,"2012-10-03","00:10"
"580",0,"2012-10-03","00:15"
"581",0,"2012-10-03","00:20"
"582",0,"2012-10-03","00:25"
"583",0,"2012-10-03","00:30"
"584",0,"2012-10-03","00:35"
"585",0,"2012-10-03","00:40"
"586",0,"2012-10-03","00:45"
"587",0,"2012-10-03","00:50"
"588",0,"2012-10-03","00:55"
"589",0,"2012-10-03","01:00"
"590",0,"2012-10-03","01:05"
"591",0,"2012-10-03","01:10"
"592",0,"2012-10-03","01:15"
"593",0,"2012-10-03","01:20"
"594",0,"2012-10-03","01:25"
"595",0,"2012-10-03","01:30"
"596",0,"2012-10-03","01:35"
"597",0,"2012-10-03","01:40"
"598",0,"2012-10-03","01:45"
"599",0,"2012-10-03","01:50"
"600",0,"2012-10-03","01:55"
"601",0,"2012-10-03","02:00"
"602",0,"2012-10-03","02:05"
"603",0,"2012-10-03","02:10"
"604",0,"2012-10-03","02:15"
"605",0,"2012-10-03","02:20"
"606",0,"2012-10-03","02:25"
"607",0,"2012-10-03","02:30"
"608",0,"2012-10-03","02:35"
"609",0,"2012-10-03","02:40"
"610",0,"2012-10-03","02:45"
"611",0,"2012-10-03","02:50"
"612",0,"2012-10-03","02:55"
"613",0,"2012-10-03","03:00"
"614",0,"2012-10-03","03:05"
"615",0,"2012-10-03","03:10"
"616",0,"2012-10-03","03:15"
"617",0,"2012-10-03","03:20"
"618",0,"2012-10-03","03:25"
"619",0,"2012-10-03","03:30"
"620",0,"2012-10-03","03:35"
"621",0,"2012-10-03","03:40"
"622",0,"2012-10-03","03:45"
"623",0,"2012-10-03","03:50"
"624",0,"2012-10-03","03:55"
"625",0,"2012-10-03","04:00"
"626",0,"2012-10-03","04:05"
"627",4,"2012-10-03","04:10"
"628",0,"2012-10-03","04:15"
"629",0,"2012-10-03","04:20"
"630",0,"2012-10-03","04:25"
"631",36,"2012-10-03","04:30"
"632",0,"2012-10-03","04:35"
"633",0,"2012-10-03","04:40"
"634",0,"2012-10-03","04:45"
"635",0,"2012-10-03","04:50"
"636",0,"2012-10-03","04:55"
"637",0,"2012-10-03","05:00"
"638",0,"2012-10-03","05:05"
"639",0,"2012-10-03","05:10"
"640",0,"2012-10-03","05:15"
"641",0,"2012-10-03","05:20"
"642",0,"2012-10-03","05:25"
"643",0,"2012-10-03","05:30"
"644",25,"2012-10-03","05:35"
"645",0,"2012-10-03","05:40"
"646",0,"2012-10-03","05:45"
"647",90,"2012-10-03","05:50"
"648",411,"2012-10-03","05:55"
"649",413,"2012-10-03","06:00"
"650",415,"2012-10-03","06:05"
"651",519,"2012-10-03","06:10"
"652",529,"2012-10-03","06:15"
"653",613,"2012-10-03","06:20"
"654",562,"2012-10-03","06:25"
"655",612,"2012-10-03","06:30"
"656",534,"2012-10-03","06:35"
"657",323,"2012-10-03","06:40"
"658",600,"2012-10-03","06:45"
"659",533,"2012-10-03","06:50"
"660",251,"2012-10-03","06:55"
"661",56,"2012-10-03","07:00"
"662",0,"2012-10-03","07:05"
"663",32,"2012-10-03","07:10"
"664",80,"2012-10-03","07:15"
"665",10,"2012-10-03","07:20"
"666",9,"2012-10-03","07:25"
"667",145,"2012-10-03","07:30"
"668",46,"2012-10-03","07:35"
"669",0,"2012-10-03","07:40"
"670",44,"2012-10-03","07:45"
"671",126,"2012-10-03","07:50"
"672",42,"2012-10-03","07:55"
"673",138,"2012-10-03","08:00"
"674",53,"2012-10-03","08:05"
"675",0,"2012-10-03","08:10"
"676",0,"2012-10-03","08:15"
"677",22,"2012-10-03","08:20"
"678",57,"2012-10-03","08:25"
"679",161,"2012-10-03","08:30"
"680",19,"2012-10-03","08:35"
"681",15,"2012-10-03","08:40"
"682",0,"2012-10-03","08:45"
"683",16,"2012-10-03","08:50"
"684",0,"2012-10-03","08:55"
"685",0,"2012-10-03","09:00"
"686",8,"2012-10-03","09:05"
"687",0,"2012-10-03","09:10"
"688",51,"2012-10-03","09:15"
